Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Months,SIR_2015,Notes
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2,3.23,69691,0.62,0.10,2.05,Same,No,12,0.62,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000065,Hollywood Presbyterian Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.10,5094,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026,Huntington Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",12,7.20,118809,1.67,0.90,2.83,Same,No,12,0.51,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000026,Huntington Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.10,5072,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001543,Kaiser Foundation Hospital - Baldwin Park,Los Angeles,Acute Care Hospital,Major Teaching,0,2.17,50102,0.00,0.00,1.38,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000072,Kaiser Foundation Hospital - Los Angeles,Los Angeles,Acute Care Hospital,Major Teaching,8,8.76,126726,0.91,0.42,1.74,Same,No,12,0.91,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000050,Kaiser Foundation Hospital - Panorama City,Los Angeles,Acute Care Hospital,Major Teaching,0,1.81,39345,0.00,0.00,1.66,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000071,Kaiser Foundation Hospital - South Bay,Los Angeles,Acute Care Hospital,Major Teaching,2,2.86,56997,0.70,0.12,2.31,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000290,Kaiser Foundation Hospital - Woodland Hills,Los Angeles,Acute Care Hospital,Major Teaching,1,2.37,44214,0.42,0.02,2.08,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000074,Kaiser Foundation Hospital-Downey,Los Angeles,Acute Care Hospital,Major Teaching,3,4.27,95162,0.70,0.18,1.91,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000076,Kaiser Foundation Hospital-West La,Los Angeles,Acute Care Hospital,Major Teaching,10,2.38,48722,4.20,2.14,7.49,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital Of Usc,Los Angeles,Acute Care Hospital,Major Teaching,7,6.74,87600,1.04,0.46,2.06,Same,No,12,0.46,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000912,Keck Hospital Of Usc,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,2,0.11,5919,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000089,Kindred Hospital - La Mirada,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,2,2.35,15942,0.85,0.14,2.82,Same,No,12,1.51,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000088,Kindred Hospital - Los Angeles,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,10,4.27,22375,2.34,1.19,4.17,Worse,No,12,3.43,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000042,Kindred Hospital - San Gabriel Valley,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,4,2.44,16212,1.64,0.52,3.95,Same,No,12,2.47,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000144,Kindred Hospital Baldwin Park,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,8,4.50,26733,1.78,0.83,3.37,Same,No,12,0.82,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000033,Kindred Hospital Paramount,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,7,5.27,29120,1.33,0.58,2.63,Same,No,12,1.12,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000039,Kindred Hospital South Bay,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,6,2.47,15933,2.43,0.99,5.06,Same,No,12,2.76,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000035,L.a. Downtown Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.33,11829,0.00,0.00,11.20,Same,Yes,12,0.00,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000040,Lac+Usc Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,18,12.54,149508,1.44,0.88,2.23,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000027,Lac/Harbor Ucla Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,9,5.96,88357,1.51,0.74,2.77,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000038,Lac/Olive View-Ucla Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,4,3.04,49475,1.32,0.42,3.17,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,Lac/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",1,0.69,16289,1.46,0.04,8.11,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000028,Lac/Rancho Los Amigos National Rehabilitation Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.45,23666,0.00,0.00,8.20,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000047,Lakewood Regional Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",2,3.82,48848,0.52,0.09,1.73,Same,No,12,1.69,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000085,Los Angeles Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",4,0.75,24321,5.30,1.44,13.57,Worse,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000035,"Martin Luther King, Jr. Community Hospital",Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,1.40,56187,0.00,0.00,2.14,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000092,Memorial Hospital Of Gardena,Los Angeles,Acute Care Hospital,"Community, <125 Beds",5,1.43,30161,3.50,1.28,7.76,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,Memorialcare Long Beach Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,12,6.42,98976,1.87,1.01,3.18,Worse,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000095,Memorialcare Long Beach Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.12,6334,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001709,Memorialcare Miller Children's & Women's Hospital Long Beach,Los Angeles,Acute Care Hospital,Pediatric,0,1.71,65320,0.00,0.00,1.76,Same,Yes,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000027,Mission Community Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",4,1.81,24923,2.21,0.70,5.33,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000107,Monrovia Memorial Hospital,Los Angeles,Long-Term Acute Care Hospital,Long-Term Acute Care,2,0.79,6647,2.52,0.31,9.10,Same,No,12,0.82,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000108,Monterey Park Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",1,0.61,17416,1.65,0.04,9.18,Same,No,12,3.84,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,1,5.38,64022,0.19,0.01,0.92,Better,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000111,Northridge Hospital Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,6615,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000112,Norwalk Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",2,0.48,15650,4.16,0.50,15.03,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000032,Pacific Gardens Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,0,0.00,"Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000133,Pacifica Hospital Of The Valley,Los Angeles,Acute Care Hospital,"Community, <125 Beds",1,0.35,11109,2.83,0.07,15.79,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000077,Palmdale Regional Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",4,2.32,46194,1.72,0.55,4.16,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000052,Pih Health Downey Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,2.15,34418,0.47,0.02,2.30,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068,Pih Health Good Samaritan Hospital,Los Angeles,Acute Care Hospital,Major Teaching,7,5.44,64507,1.29,0.56,2.55,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000068,Pih Health Good Samaritan Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.13,6779,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,Pih Health Whittier Hospital,Los Angeles,Acute Care Hospital,Major Teaching,2,6.31,102071,0.32,0.05,1.05,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000099,Pih Health Whittier Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4018,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000123,Pomona Valley Hospital Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,4,6.41,100842,0.62,0.20,1.51,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000091,Providence Cedars-Sinai Tarzana Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",1,2.10,52797,0.48,0.02,2.35,Same,Yes,12,3.62,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",4,3.61,86403,1.11,0.35,2.67,Same,No,12,0.24,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000066,Providence Holy Cross Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,4437,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company Of Mary Medical Center San Pedro,Los Angeles,Acute Care Hospital,"Community, >250 Beds",1,1.17,20278,0.86,0.04,4.22,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000157,Providence Little Company Of Mary Medical Center San Pedro,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.11,5697,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000081,Providence Little Company Of Mary Medical Center Torrance,Los Angeles,Acute Care Hospital,"Community, >250 Beds",3,5.44,81676,0.55,0.14,1.50,Same,No,12,0.81,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",2,3.57,80779,0.56,0.09,1.85,Same,No,12,1.23,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000101,Providence Saint Joseph Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.00,0,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000162,Ronald Reagan Ucla Medical Center,Los Angeles,Acute Care Hospital,Major Teaching,3,12.85,160483,0.23,0.06,0.64,Better,Yes,12,1.57,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000100,Saint John's Health Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",4,1.87,60179,2.14,0.68,5.17,Same,No,12,1.03,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000125,San Dimas Community Hospital,Los Angeles,Acute Care Hospital,"Community, <125 Beds",4,1.17,25592,3.41,1.08,8.22,Worse,No,12,1.49,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000041,San Gabriel Valley Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",3,1.84,36732,1.63,0.42,4.45,Same,No,12,0.46,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000049,Santa Monica - Ucla Medical Center And Orthopaedic Hospital,Los Angeles,Acute Care Hospital,Major Teaching,5,5.68,90708,0.88,0.32,1.95,Same,No,12,0.17,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000140,Sherman Oaks Hospital,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",1,0.82,20734,1.22,0.03,6.80,Same,No,12,0.51,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,Southern California Hospital At Culver City,Los Angeles,Acute Care Hospital,"Community, >250 Beds",0,1.80,42666,0.00,0.00,1.67,Same,Yes,12,2.69,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000015,Southern California Hospital At Culver City,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4924,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000064,Southern California Hospital At Hollywood,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.78,20764,0.00,0.00,4.73,Same,Yes,12,8.75,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000128,St. Francis Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",4,4.84,82321,0.83,0.26,2.00,Same,No,12,0.99,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,St. Mary Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",4,4.98,62004,0.80,0.26,1.94,Same,No,12,0.72,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000103,St. Mary Medical Center,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.09,4499,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000127,Torrance Memorial Medical Center,Los Angeles,Acute Care Hospital,"Community, >250 Beds",8,5.50,127119,1.46,0.68,2.76,Same,No,12,0.60,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,Usc Arcadia Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",9,5.36,59737,1.68,0.82,3.08,Same,No,12,0.31,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000096,Usc Arcadia Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.13,7049,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000163,Usc Kenneth Norris Jr. Cancer Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,1.56,13606,0.64,0.03,3.17,Same,No,12,2.10,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000187,Usc Verdugo Hills Hospital,Los Angeles,Acute Care Hospital,Major Teaching,1,1.32,25463,0.76,0.04,3.73,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,Acute Care Hospital,"Community, >250 Beds",1,4.35,63380,0.23,0.01,1.13,Same,Yes,12,1.75,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000129,Valley Presbyterian Hospital,Los Angeles,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.08,3993,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000188,West Covina Medical Center,Los Angeles,Acute Care Hospital,"Community, <125 Beds",0,0.02,873,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028,West Hills Hospital & Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",3,1.88,39417,1.59,0.41,4.33,Same,No,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000151,Whittier Hospital Medical Center,Los Angeles,Acute Care Hospital,"Community, 125-250 Beds",0,0.86,23405,0.00,0.00,4.27,Same,Yes,12,1.55,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000111,Madera Community Hospital,Madera,Acute Care Hospital,"Community, <125 Beds",0,0.75,17715,0.00,0.00,4.91,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000129,Valley Children's Hospital,Madera,Acute Care Hospital,Pediatric,4,2.41,67975,1.66,0.53,4.00,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944,Kaiser Foundation Hospital - San Rafael,Marin,Acute Care Hospital,"Community, <125 Beds",3,0.79,22798,3.81,0.79,11.15,Same,No,12,1.67,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946,Kentfield Hospital,Marin,Long-Term Acute Care Hospital,Long-Term Acute Care,0,5.31,27619,0.00,0.00,0.56,Better,Yes,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953,Marinhealth Medical Center,Marin,Acute Care Hospital,"Community, 125-250 Beds",0,1.83,46212,0.00,0.00,1.64,Same,Yes,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982,Novato Community Hospital,Marin,Acute Care Hospital,"Community, <125 Beds",1,0.25,7141,3.97,0.10,22.13,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000105,John C. Fremont Healthcare District,Mariposa,Critical Access Hospital,Critical Access,0,0.07,3468,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000008,Adventist Health Howard Memorial,Mendocino,Critical Access Hospital,Critical Access,1,0.16,7863,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023,Adventist Health Mendocino Coast,Mendocino,Critical Access Hospital,Critical Access,1,0.09,4449,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000070,Adventist Health Ukiah Valley,Mendocino,Acute Care Hospital,Major Teaching,0,0.66,15136,0.00,0.00,5.55,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000110,Memorial Hospital Los Banos,Merced,Acute Care Hospital,"Community, <125 Beds",0,0.18,6651,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),040000113,Mercy Medical Center,Merced,Acute Care Hospital,Major Teaching,2,2.88,57379,0.69,0.12,2.29,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011,Modoc Medical Center,Modoc,Critical Access Hospital,Critical Access,0,0.01,477,,,,,,4,,"Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000021,Surprise Valley Community Hospital,Modoc,Critical Access Hospital,Critical Access,0,0.00,30,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005,Mammoth Hospital,Mono,Critical Access Hospital,Critical Access,0,0.04,1925,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital Of The Monterey Peninsula,Monterey,Acute Care Hospital,"Community, >250 Beds",0,1.97,58972,0.00,0.00,1.52,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000137,Community Hospital Of The Monterey Peninsula,Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.07,3495,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000141,George L. Mee Memorial Hospital,Monterey,Critical Access Hospital,Critical Access,0,0.05,2392,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,Acute Care Hospital,Major Teaching,0,1.84,39237,0.00,0.00,1.63,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000145,Natividad Medical Center,Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,1,0.18,9525,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),070000147,Salinas Valley Health Medical Center,Monterey,Acute Care Hospital,"Community, >250 Beds",0,1.83,44230,0.00,0.00,1.64,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000058,Adventist Health St. Helena,Napa,Acute Care Hospital,"Community, <125 Beds",1,0.46,13820,2.16,0.06,12.06,Same,No,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Providence Queen Of The Valley Medical Center,Napa,Acute Care Hospital,"Community, 125-250 Beds",0,1.05,22465,0.00,0.00,2.86,Same,Yes,12,0.00,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041,Providence Queen Of The Valley Medical Center,Napa,Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,2967,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262,Sierra Nevada Memorial Hospital,Nevada,Acute Care Hospital,"Community, <125 Beds",0,0.84,19845,0.00,0.00,4.41,Same,Yes,12,2.30,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265,Tahoe Forest Hospital,Nevada,Critical Access Hospital,Critical Access,0,0.15,7190,,,,,,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000002,Ahmc Anaheim Regional Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",2,1.46,31383,1.37,0.23,4.52,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000001,"Anaheim Community Hospital, Llc",Orange,Acute Care Hospital,"Community, <125 Beds",,,,,,,,,0,,"Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000074,Anaheim Global Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",0,0.31,6639,0.00,0.00,11.76,Same,Yes,7,,"¥ See Data Dictionary, Incomplete Reporter, interpret with caution"
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000006,Chapman Global Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.25,6864,0.00,0.00,14.64,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001207,Children's Hospital At Mission,Orange,Acute Care Hospital,Pediatric,0,0.32,10454,0.00,0.00,11.35,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000007,Children's Hospital Of Orange County,Orange,Acute Care Hospital,Pediatric,2,3.18,75296,0.63,0.11,2.08,Same,No,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000008,College Hospital Costa Mesa,Orange,Acute Care Hospital,"Community, 125-250 Beds",0,0.94,40229,0.00,0.00,3.91,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060001097,Encompass Health Rehabilitation Hospital Of Tustin,Orange,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.32,17060,0.00,0.00,11.37,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000013,Foothill Regional Medical Center,Orange,Acute Care Hospital,"Community, <125 Beds",0,0.71,21559,0.00,0.00,5.20,Same,Yes,12,,¥ See Data Dictionary
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000011,Fountain Valley Regional Hospital And Medical Center,Orange,Acute Care Hospital,"Community, >250 Beds",3,6.35,77645,0.47,0.12,1.29,Same,Yes,12,,
2022,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),060000058,Garden Grove Hospital And Medical Center,Orange,Acute Care Hospital,"Community, 125-250 Beds",1,0.61,14669,1.64,0.04,9.15,Same,No,12,,¥ See Data Dictionary
